scenario;vitesse_cible_kmh;vitesse_cible_mph;troncon;km_debut;km_fin;mille_debut;mille_fin;longueur_km;longueur_mille;degre_courbure_actuel_max_deg;R_actuel_min_m;degre_courbure_cible_max_deg;rayon_cible_m;gare_amont;gare_aval
S3;300;186.4;Ott-TO;0.0;7.35;0.0;4.57;7.23;4.49;4.37;400;0.64;2717;Ottawa;Smiths Falls
S3;300;186.4;Ott-TO;8.25;10.03;5.13;6.23;1.74;1.08;2.66;657;0.64;2717;Ottawa;Smiths Falls
S3;300;186.4;Ott-TO;15.92;19.42;9.89;12.07;3.49;2.17;1.34;1304;0.64;2717;Ottawa;Smiths Falls
S3;300;186.4;Ott-TO;20.98;27.03;13.04;16.8;6.01;3.73;1.49;1175;0.64;2717;Ottawa;Smiths Falls
S3;300;186.4;Ott-TO;48.51;48.96;30.14;30.42;0.45;0.28;0.69;2521;0.64;2717;Ottawa;Smiths Falls
S3;300;186.4;Ott-TO;61.64;62.99;38.3;39.14;1.33;0.83;1.01;1734;0.64;2717;Ottawa;Smiths Falls
S3;300;186.4;Ott-TO;63.92;69.39;39.72;43.12;5.37;3.34;4.61;379;0.64;2717;Ottawa;Brockville
S3;300;186.4;Ott-TO;90.22;95.87;56.06;59.57;5.6;3.48;1.77;985;0.64;2717;Smiths Falls;Brockville
S3;300;186.4;Ott-TO;96.48;97.12;59.95;60.35;0.64;0.4;0.74;2357;0.64;2717;Smiths Falls;Brockville
S3;300;186.4;Ott-TO;108.85;112.37;67.64;69.82;3.45;2.14;4.43;394;0.64;2717;Smiths Falls;Gananoque
S3;300;186.4;Ott-TO;113.16;114.33;70.31;71.04;1.14;0.71;2.17;806;0.64;2717;Brockville;Gananoque
S3;300;186.4;Ott-TO;117.74;119.26;73.16;74.1;1.51;0.94;0.93;1886;0.64;2717;Brockville;Gananoque
S3;300;186.4;Ott-TO;119.77;126.5;74.42;78.6;6.68;4.15;2.4;727;0.64;2717;Brockville;Gananoque
S3;300;186.4;Ott-TO;133.08;137.2;82.69;85.25;4.09;2.54;3.18;550;0.64;2717;Brockville;Gananoque
S3;300;186.4;Ott-TO;137.51;138.46;85.44;86.04;0.93;0.58;1.51;1153;0.64;2717;Brockville;Gananoque
S3;300;186.4;Ott-TO;139.36;139.41;86.59;86.63;0.05;0.03;0.85;2053;0.64;2717;Brockville;Gananoque
S3;300;186.4;Ott-TO;151.1;158.9;93.89;98.74;7.74;4.81;1.45;1205;0.64;2717;Brockville;Kingston
S3;300;186.4;Ott-TO;160.0;161.13;99.42;100.12;1.11;0.69;1.33;1315;0.64;2717;Gananoque;Kingston
S3;300;186.4;Ott-TO;165.06;171.76;102.56;106.73;6.7;4.16;0.68;2563;0.64;2717;Gananoque;Kingston
S3;300;186.4;Ott-TO;172.01;205.42;106.88;127.64;33.0;20.51;4.54;385;0.64;2717;Gananoque;Napanee
S3;300;186.4;Ott-TO;212.01;215.71;131.74;134.04;3.69;2.29;1.05;1661;0.64;2717;Kingston;Napanee
S3;300;186.4;Ott-TO;220.76;222.55;137.17;138.29;1.76;1.09;1.03;1692;0.64;2717;Kingston;Napanee
S3;300;186.4;Ott-TO;222.91;224.97;138.51;139.79;2.04;1.27;1.1;1586;0.64;2717;Kingston;Napanee
S3;300;186.4;Ott-TO;226.2;228.65;140.55;142.08;2.41;1.5;3.06;570;0.64;2717;Kingston;Belleville
S3;300;186.4;Ott-TO;231.71;231.75;143.98;144.0;0.04;0.02;0.7;2481;0.64;2717;Napanee;Belleville
S3;300;186.4;Ott-TO;236.47;237.05;146.94;147.3;0.58;0.36;0.83;2096;0.64;2717;Napanee;Belleville
S3;300;186.4;Ott-TO;239.02;241.68;148.52;150.17;2.64;1.64;1.02;1707;0.64;2717;Napanee;Belleville
S3;300;186.4;Ott-TO;249.32;255.1;154.92;158.51;5.74;3.57;1.06;1647;0.64;2717;Napanee;Belleville
S3;300;186.4;Ott-TO;279.71;280.72;173.8;174.43;0.99;0.62;0.95;1846;0.64;2717;Belleville;Trenton Junction
S3;300;186.4;Ott-TO;282.23;282.89;175.37;175.78;0.66;0.41;0.78;2239;0.64;2717;Belleville;Trenton Junction
S3;300;186.4;Ott-TO;283.98;284.59;176.46;176.84;0.61;0.38;0.85;2058;0.64;2717;Trenton Junction;Cobourg
S3;300;186.4;Ott-TO;304.75;304.81;189.36;189.4;0.06;0.04;0.93;1877;0.64;2717;Trenton Junction;Cobourg
S3;300;186.4;Ott-TO;330.51;338.97;205.37;210.63;8.39;5.21;2.63;663;0.64;2717;Trenton Junction;Port Hope
S3;300;186.4;Ott-TO;341.85;345.34;212.42;214.58;3.46;2.15;4.3;406;0.64;2717;Cobourg;Oshawa
S3;300;186.4;Ott-TO;353.65;354.22;219.75;220.1;0.57;0.35;0.82;2138;0.64;2717;Port Hope;Oshawa
S3;300;186.4;Ott-TO;355.64;358.08;220.98;222.5;2.42;1.5;0.91;1924;0.64;2717;Port Hope;Oshawa
S3;300;186.4;Ott-TO;365.04;366.29;226.83;227.6;1.23;0.76;1.01;1736;0.64;2717;Port Hope;Oshawa
S3;300;186.4;Ott-TO;367.12;367.77;228.12;228.52;0.65;0.4;0.88;1995;0.64;2717;Port Hope;Oshawa
S3;300;186.4;Ott-TO;368.67;369.38;229.08;229.52;0.71;0.44;0.84;2081;0.64;2717;Port Hope;Oshawa
S3;300;186.4;Ott-TO;372.77;374.64;231.63;232.79;1.83;1.14;1.17;1489;0.64;2717;Port Hope;Oshawa
S3;300;186.4;Ott-TO;375.75;377.82;233.48;234.77;2.04;1.27;1.49;1171;0.64;2717;Port Hope;Oshawa
S3;300;186.4;Ott-TO;380.03;383.71;236.14;238.43;3.62;2.25;1.0;1746;0.64;2717;Port Hope;Oshawa
S3;300;186.4;Ott-TO;384.73;390.04;239.06;242.36;5.19;3.22;1.7;1028;0.64;2717;Port Hope;Oshawa
S3;300;186.4;Ott-TO;394.52;394.58;245.14;245.18;0.06;0.04;0.65;2668;0.64;2717;Port Hope;Oshawa
S3;300;186.4;Ott-TO;395.2;398.26;245.57;247.47;3.03;1.88;1.0;1738;0.64;2717;Oshawa;Guildwood
S3;300;186.4;Ott-TO;399.05;409.58;247.96;254.5;10.49;6.52;1.01;1734;0.64;2717;Oshawa;Guildwood
S3;300;186.4;Ott-TO;412.34;412.39;256.22;256.25;0.05;0.03;0.7;2486;0.64;2717;Oshawa;Guildwood
S3;300;186.4;Ott-TO;412.72;412.76;256.45;256.48;0.04;0.02;0.8;2185;0.64;2717;Oshawa;Guildwood
S3;300;186.4;Ott-TO;413.09;417.44;256.68;259.39;4.26;2.65;1.02;1711;0.64;2717;Oshawa;Guildwood
S3;300;186.4;Ott-TO;420.23;421.8;261.12;262.09;1.56;0.97;1.2;1457;0.64;2717;Oshawa;Guildwood
S3;300;186.4;Ott-TO;425.11;425.16;264.15;264.18;0.05;0.03;0.72;2433;0.64;2717;Oshawa;Guildwood
S3;300;186.4;Ott-TO;426.08;428.11;264.75;266.02;1.99;1.24;3.08;567;0.64;2717;Guildwood;Toronto
S3;300;186.4;Ott-TO;428.6;430.85;266.32;267.72;2.24;1.39;1.0;1754;0.64;2717;Guildwood;Toronto
S3;300;186.4;Ott-TO;434.36;435.93;269.9;270.87;1.55;0.96;1.0;1747;0.64;2717;Guildwood;Toronto
S3;300;186.4;Ott-TO;437.89;444.8;272.09;276.39;6.83;4.24;2.68;651;0.64;2717;Guildwood;Toronto
S3;300;186.4;Ott-TO;445.04;445.92;276.54;277.08;0.87;0.54;1.35;1292;0.64;2717;Guildwood;Toronto
S3;300;186.4;MTL-TO;0.0;5.68;0.0;3.53;5.61;3.49;4.63;377;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-TO;9.62;11.14;5.98;6.92;1.49;0.93;1.06;1655;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-TO;11.73;13.46;7.29;8.36;1.72;1.07;0.77;2268;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-TO;14.45;14.97;8.98;9.3;0.51;0.32;1.72;1013;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-TO;15.36;16.57;9.54;10.3;1.21;0.75;1.05;1661;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-TO;17.76;17.8;11.04;11.06;0.04;0.02;1.08;1616;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-TO;34.79;36.28;21.62;22.54;1.46;0.91;3.11;562;0.64;2717;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;300;186.4;MTL-TO;39.62;41.66;24.62;25.89;2.01;1.25;0.95;1842;0.64;2717;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;300;186.4;MTL-TO;43.31;43.58;26.91;27.08;0.27;0.17;0.96;1819;0.64;2717;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;300;186.4;MTL-TO;59.01;59.79;36.67;37.15;0.76;0.47;0.96;1820;0.64;2717;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;300;186.4;MTL-TO;61.71;61.74;38.34;38.36;0.03;0.02;0.65;2675;0.64;2717;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;300;186.4;MTL-TO;87.92;87.95;54.63;54.65;0.03;0.02;0.66;2658;0.64;2717;Coteau;Brockville
S3;300;186.4;MTL-TO;102.47;108.67;63.67;67.52;6.09;3.78;1.53;1143;0.64;2717;Coteau;Brockville
S3;300;186.4;MTL-TO;122.89;124.31;76.36;77.24;1.39;0.86;1.0;1753;0.64;2717;Coteau;Brockville
S3;300;186.4;MTL-TO;130.55;133.56;81.12;82.99;3.0;1.86;0.76;2292;0.64;2717;Coteau;Brockville
S3;300;186.4;MTL-TO;181.2;181.24;112.59;112.62;0.04;0.02;0.82;2126;0.64;2717;Coteau;Brockville
S3;300;186.4;MTL-TO;181.56;183.97;112.82;114.31;2.36;1.47;1.02;1718;0.64;2717;Coteau;Brockville
S3;300;186.4;MTL-TO;201.62;204.36;125.28;126.98;2.72;1.69;1.46;1198;0.64;2717;Coteau;Brockville
S3;300;186.4;MTL-TO;205.41;206.53;127.64;128.33;1.12;0.7;0.92;1901;0.64;2717;Brockville;Gananoque
S3;300;186.4;MTL-TO;207.32;208.49;128.82;129.55;1.14;0.71;1.97;885;0.64;2717;Brockville;Gananoque
S3;300;186.4;MTL-TO;208.92;213.42;129.82;132.61;4.48;2.78;0.93;1887;0.64;2717;Brockville;Gananoque
S3;300;186.4;MTL-TO;213.93;220.66;132.93;137.11;6.68;4.15;2.22;785;0.64;2717;Brockville;Gananoque
S3;300;186.4;MTL-TO;227.24;231.36;141.2;143.76;4.09;2.54;3.37;518;0.64;2717;Brockville;Gananoque
S3;300;186.4;MTL-TO;231.67;232.62;143.95;144.54;0.93;0.58;2.36;739;0.64;2717;Brockville;Gananoque
S3;300;186.4;MTL-TO;232.95;233.54;144.75;145.12;0.59;0.37;0.94;1850;0.64;2717;Brockville;Gananoque
S3;300;186.4;MTL-TO;245.26;253.07;152.4;157.25;7.74;4.81;2.11;829;0.64;2717;Brockville;Kingston
S3;300;186.4;MTL-TO;254.4;255.29;158.08;158.63;0.88;0.55;1.06;1643;0.64;2717;Gananoque;Kingston
S3;300;186.4;MTL-TO;265.17;265.91;164.77;165.23;0.73;0.45;1.4;1249;0.64;2717;Gananoque;Kingston
S3;300;186.4;MTL-TO;266.17;284.45;165.39;176.75;18.08;11.23;4.57;382;0.64;2717;Gananoque;Kingston
S3;300;186.4;MTL-TO;286.69;288.63;178.14;179.35;1.89;1.17;2.35;742;0.64;2717;Kingston;Napanee
S3;300;186.4;MTL-TO;289.17;299.58;179.68;186.15;10.24;6.36;2.3;760;0.64;2717;Kingston;Napanee
S3;300;186.4;MTL-TO;306.17;309.86;190.25;192.54;3.68;2.29;1.05;1661;0.64;2717;Kingston;Napanee
S3;300;186.4;MTL-TO;314.91;322.79;195.68;200.57;7.77;4.83;2.01;867;0.64;2717;Kingston;Napanee
S3;300;186.4;MTL-TO;325.86;325.9;202.48;202.5;0.04;0.02;0.77;2260;0.64;2717;Napanee;Belleville
S3;300;186.4;MTL-TO;328.33;331.2;204.01;205.8;2.86;1.78;0.83;2092;0.64;2717;Napanee;Belleville
S3;300;186.4;MTL-TO;333.17;335.82;207.02;208.67;2.63;1.63;1.02;1706;0.64;2717;Napanee;Belleville
S3;300;186.4;MTL-TO;343.46;349.24;213.42;217.01;5.74;3.57;1.06;1648;0.64;2717;Napanee;Belleville
S3;300;186.4;MTL-TO;370.75;377.07;230.37;234.3;6.27;3.9;0.95;1845;0.64;2717;Belleville;Trenton Junction
S3;300;186.4;MTL-TO;378.16;378.77;234.98;235.36;0.61;0.38;0.85;2057;0.64;2717;Trenton Junction;Cobourg
S3;300;186.4;MTL-TO;388.28;398.99;241.27;247.92;10.7;6.65;0.82;2135;0.64;2717;Trenton Junction;Cobourg
S3;300;186.4;MTL-TO;424.68;433.14;263.88;269.14;8.39;5.21;2.64;661;0.64;2717;Trenton Junction;Port Hope
S3;300;186.4;MTL-TO;436.02;439.51;270.93;273.1;3.46;2.15;4.29;407;0.64;2717;Cobourg;Oshawa
S3;300;186.4;MTL-TO;447.82;448.39;278.26;278.62;0.57;0.35;0.82;2138;0.64;2717;Port Hope;Oshawa
S3;300;186.4;MTL-TO;449.81;452.25;279.5;281.02;2.42;1.5;0.91;1925;0.64;2717;Port Hope;Oshawa
S3;300;186.4;MTL-TO;459.21;460.46;285.34;286.12;1.23;0.76;1.01;1736;0.64;2717;Port Hope;Oshawa
S3;300;186.4;MTL-TO;461.29;461.94;286.63;287.04;0.65;0.4;0.88;1995;0.64;2717;Port Hope;Oshawa
S3;300;186.4;MTL-TO;462.84;463.55;287.6;288.04;0.71;0.44;0.84;2082;0.64;2717;Port Hope;Oshawa
S3;300;186.4;MTL-TO;466.94;468.81;290.14;291.31;1.83;1.14;1.18;1480;0.64;2717;Port Hope;Oshawa
S3;300;186.4;MTL-TO;469.92;471.99;291.99;293.28;2.04;1.27;1.49;1171;0.64;2717;Port Hope;Oshawa
S3;300;186.4;MTL-TO;474.2;477.88;294.65;296.94;3.62;2.25;1.0;1746;0.64;2717;Port Hope;Oshawa
S3;300;186.4;MTL-TO;478.9;484.21;297.57;300.87;5.19;3.22;1.69;1035;0.64;2717;Port Hope;Oshawa
S3;300;186.4;MTL-TO;488.69;488.74;303.66;303.69;0.05;0.03;0.76;2299;0.64;2717;Port Hope;Oshawa
S3;300;186.4;MTL-TO;489.36;489.4;304.07;304.1;0.04;0.02;0.66;2651;0.64;2717;Oshawa;Guildwood
S3;300;186.4;MTL-TO;491.01;492.42;305.1;305.98;1.38;0.86;1.0;1738;0.64;2717;Oshawa;Guildwood
S3;300;186.4;MTL-TO;494.74;495.68;307.42;308.0;0.92;0.57;1.01;1733;0.64;2717;Oshawa;Guildwood
S3;300;186.4;MTL-TO;503.18;503.75;312.66;313.02;0.57;0.35;0.8;2194;0.64;2717;Oshawa;Guildwood
S3;300;186.4;MTL-TO;507.06;509.94;315.07;316.86;2.84;1.76;1.02;1711;0.64;2717;Oshawa;Guildwood
S3;300;186.4;MTL-TO;510.75;511.61;317.37;317.9;0.84;0.52;0.98;1773;0.64;2717;Oshawa;Guildwood
S3;300;186.4;MTL-TO;512.53;515.99;318.47;320.62;3.44;2.14;1.09;1596;0.64;2717;Oshawa;Guildwood
S3;300;186.4;MTL-TO;519.9;519.94;323.05;323.08;0.04;0.02;0.68;2575;0.64;2717;Guildwood;Toronto
S3;300;186.4;MTL-TO;520.24;522.27;323.26;324.52;1.99;1.24;2.56;681;0.64;2717;Guildwood;Toronto
S3;300;186.4;MTL-TO;522.77;525.01;324.83;326.23;2.23;1.39;1.0;1753;0.64;2717;Guildwood;Toronto
S3;300;186.4;MTL-TO;528.52;530.09;328.41;329.38;1.55;0.96;1.0;1747;0.64;2717;Guildwood;Toronto
S3;300;186.4;MTL-TO;532.05;538.97;330.6;334.9;6.84;4.25;2.32;753;0.64;2717;Guildwood;Toronto
S3;300;186.4;MTL-TO;539.2;540.08;335.04;335.59;0.87;0.54;1.24;1406;0.64;2717;Guildwood;Toronto
