tc_number;troncon_principal;km_segment;subdivision;mille;localisation;acces;juridiction;autorite_routiere;protection;trains_jour;vehicules_jour;voies_route;urbain;vmax_S1_kmh;vmax_S2_kmh;vmax_S3_kmh;bande_S1;bande_S2;bande_S3;intervention;dist_trace_m
45765;MTL-TO;346.89;Kingston - CN;215.16;Private Access;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;159.5;200.8;239.5;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.2
142577;MTL-QC;36.3;St-Hyacinthe;44.35;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.3
142568;MTL-QC;36.3;St-Hyacinthe;42.2;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.3
8029;Ott-TO;165.06;Kingston - CN;161.85;Hitchcock Rd;Public;F;Kingston (ON);Active - FLBG;40;40;1;N;194.0;244.3;291.4;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);7.3
140644;MTL-QC;193.51;Drummondville;39.74;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.1;250.7;299.1;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.4
8174;Ott-TO;320.41;Kingston - CN;256.3;Station Rd;Public;F;Northumberland (ON);Active - FLBG;40;350;2;N;350.9;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);7.4
50700;MTL-QC;20.19;St-Hyacinthe;58.35;Ferme;Private;F;Private Road Authority #1;Passive;55;2;1;N;200.4;252.3;300.9;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.5
45758;Ott-TO;241.69;Kingston - CN;210.42;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;213.7;269.1;321.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.5
7985;MTL-TO;187.72;Kingston - CN;115.93;South Campbell Rd;Public;F;Augusta (ON);Active - FLBG;40;52;1;N;238.0;299.7;357.5;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);7.5
4806;MTL-QC;175.01;Drummondville;51.72;Chemin Petit 9E Rang;Public;F;Manseau (QC);Active - FLBG;27;100;2;N;124.5;156.7;187.0;≤153;154-177;178-201;standard (municipal, ≤2 voies, non urbain);7.5
45669;MTL-TO;174.21;Kingston - CN;106.8;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;303.8;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.5
140629;MTL-QC;201.75;Drummondville;34.1;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.6
45668;MTL-TO;174.21;Kingston - CN;106.7;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;303.8;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.6
140621;MTL-QC;201.75;Drummondville;32.4;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.6
142606;MTL-QC;36.26;St-Hyacinthe;51.52;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;203.5;256.2;305.6;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.6
8131;Ott-TO;263.35;Kingston - CN;221.34;Geddes St;Public;F;Belleville (ON);Active - FLBG;40;1200;2;Y;250.7;315.6;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);7.6
8097;Ott-TO;252.75;Kingston - CN;214.81;Farm Crossing;Private;F;Private Road Authority #1;Active - FLB;40;5;1;N;159.4;200.7;239.4;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.6
140769;MTL-QC;58.44;Drummondville;123.15;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;159.2;200.5;239.1;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);7.6
7984;MTL-TO;186.66;Kingston - CN;114.43;Merwin Lane Rd;Public;F;Augusta (ON);Active - FLBG;40;372;2;N;303.6;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);7.7
8135;Ott-TO;264.76;Kingston - CN;224.76;Township Rd;Public;F;Quinte West (ON);Passive;40;10;2;N;250.1;314.9;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);7.9
8002;MTL-TO;215.43;Kingston - CN;134.16;Yonge Mills Rd;Public;F;Leeds & Grenville (Ontario);Active - FLBG;40;300;2;N;198.9;250.4;298.7;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);7.9
45687;MTL-TO;196.45;Kingston - CN;121.08;-;Private;F;Private Road Authority #1;Passive;54;2;1;N;225.8;284.3;339.1;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);8.1
4786;MTL-QC;210.97;Drummondville;29.43;Boul St-Joseph;Public;F;MTQ.;Active - FLBG;27;9000;2;Y;118.1;148.7;177.4;≤153;≤153;178-201;complexe (urbain / multi-voies / autorité provinciale);8.1
8176;Ott-TO;327.23;Kingston - CN;260.7;Pentecostal Rd;Public;F;Hamilton (ON);Active - FLBG;40;150;2;Y;250.7;315.6;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);8.1
140709;MTL-QC;130.43;Drummondville;79.25;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;200.7;252.7;301.5;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);8.2
610825;MTL-Ott;43.63;Kingston - CN;26.41;-;Private;F;Private Road Authority #1;Passive;54;2;1;N;254.7;320.7;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);8.3
140645;MTL-QC;193.51;Drummondville;39.9;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.1;250.7;299.1;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);8.3
19665;Ott-TO;109.79;Brockville - VIA;27.31;Front Ave;Public;F;Brockville (ON);Active - FLBG;12;1838;2;Y;80.0;100.8;120.2;≤153;≤153;≤153;complexe (urbain / multi-voies / autorité provinciale);8.3
10475;MTL-TO;4.25;Montréal;2.94;Rue St-Ambroise;Public;F;Montréal (QC);Active - FLBG;55;6300;2;Y;100.5;126.5;150.9;≤153;≤153;≤153;complexe (urbain / multi-voies / autorité provinciale);8.4
140708;MTL-QC;130.43;Drummondville;79.1;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;200.7;252.7;301.5;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);8.5
4862;MTL-QC;66.89;Drummondville;118.9;Ch. Rang St-Edouard;Public;F;MTQ.;Active - FLBG;27;3400;2;N;133.9;168.6;201.1;≤153;154-177;>201;complexe (urbain / multi-voies / autorité provinciale);8.5
50698;MTL-QC;36.3;St-Hyacinthe;50.28;Privé;Private;F;Private Road Authority #1;Other;55;10;2;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);8.7
45671;MTL-TO;174.21;Kingston - CN;107.15;416??????;Private;F;Private Road Authority #1;Passive;40;2;1;N;303.8;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);8.7
45902;Ott-TO;33.57;Alexandria - VIA;20.73;Private;Private;F;Private Road Authority #1;Passive;14;2;1;N;300.2;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);8.8
7927;MTL-TO;61.75;Kingston - CN;48.71;3rd Line Rd (Bainsville);Public;F;South Glengarry (ON);Active - FLBG;40;143;2;Y;267.4;336.7;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);8.8
8073;Ott-TO;215.72;Kingston - CN;194.15;Perry Rd;Public;F;Greater Napanee (ON);Active - FLBG;40;200;1;N;228.0;287.0;342.4;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);9.0
7963;MTL-TO;133.82;Kingston - CN;84.23;Aultsville Rd;Public;F;South Stormont (ON);Active - FLBG;40;358;2;N;238.8;300.6;358.6;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);9.1
7989;MTL-TO;196.45;Kingston - CN;120.48;Maitland Rd (Cnty 15)(Mai;Public;F;Leeds & Grenville (Ontario);Active - FLBG;40;1200;2;N;225.8;284.3;339.1;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);9.1
142576;MTL-QC;36.3;St-Hyacinthe;43.78;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);9.1
230;MTL-Ott;143.84;Alexandria - VIA;53.39;Calypso Rd. (Route 300);Public;F;Prescott & Russell (Ontario);Active - FLBG;14;175;2;N;301.6;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);9.1
45657;MTL-TO;87.96;Kingston - CN;56.0;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;238.6;300.5;358.4;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);9.3
140647;MTL-QC;175.01;Drummondville;41.3;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);9.3
7917;MTL-TO;57.44;Kingston - CN;34.72;Rue Germain;Public;F;MTQ.;Active - FLBG;54;5400;2;N;274.0;345.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);9.3
46170;Ott-TO;255.11;Kingston - CN;216.89;Farm Road;Private;F;Private Road Authority #1;Active - FLB;40;10;2;N;300.1;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);9.4
52381;MTL-TO;325.25;Kingston - CN;200.67;Grand Boulevard Nord;Private;F;Private Road Authority #1;Active - FLB;-;-;-;N;256.2;322.6;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);9.4
7952;MTL-TO;108.68;Kingston - CN;68.6;Tollgate Rd;Public;F;Cornwall (ON);Active - FLBG;40;2800;2;Y;239.7;301.8;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);9.5
7986;MTL-TO;187.72;Kingston - CN;116.57;Blue Church Rd ((Cnty 31);Public;F;Leeds & Grenville (Ontario);Active - FLBG;40;1000;2;N;238.0;299.7;357.5;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);9.5
11829;MTL-Ott;183.83;Alexandria - VIA;75.37;Michael St;Public;F;Ottawa (ON);Active - FLBG;14;5900;2;Y;159.1;200.3;238.9;154-177;178-201;>201;complexe (urbain / multi-voies / autorité provinciale);9.6
7956;MTL-TO;108.68;Kingston - CN;70.6;Power Dam Rd;Public;F;Cornwall (ON);Active - FLBG;42;2500;2;Y;239.7;301.8;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);9.6
45705;MTL-TO;245.26;Kingston - CN;151.97;Farm;Private;F;Private Road Authority #1;Passive;40;2;1;N;160.3;201.8;240.8;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);9.7
8139;MTL-TO;370.75;Kingston - CN;229.31;Meyers Creek Rd;Public;F;Quinte West (ON);Active - FLBG;40;415;1;N;199.0;250.6;298.9;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);9.8
300246;MTL-TO;240.16;Kingston - CN;147.91;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;239.0;300.9;359.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);9.9
45753;Ott-TO;241.69;Kingston - CN;208.6;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;213.7;269.1;321.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);10.1
7957;MTL-TO;108.68;Kingston - CN;71.4;Cornwall Centre Rd;Public;F;Cornwall (ON);Active - FLBG;40;200;2;N;239.7;301.8;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);10.4
202;MTL-Ott;99.84;Alexandria - VIA;23.09;Main St N- Cnty 34 (Alexandria);Public;F;Stormont Dundas&Glengarry (Ontario);Active - FLBG;14;5628;2;N;127.4;160.4;191.3;≤153;154-177;178-201;standard (municipal, ≤2 voies, non urbain);10.6
45739;MTL-TO;316.29;Kingston - CN;194.99;Farm;Private;F;Private Road Authority #1;Passive;40;2;1;N;160.2;201.7;240.6;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);10.8
140640;MTL-QC;193.51;Drummondville;39.2;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.1;250.7;299.1;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);11.1
13946;MTL-QC;36.3;St-Hyacinthe;43.27;Grand Range Road;Public;F;MTQ.;Active - FLBG;55;4630;2;Y;241.4;304.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);11.3
45685;MTL-TO;192.49;Kingston - CN;119.41;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;239.0;300.9;358.9;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);11.3
300157;MTL-TO;215.43;Kingston - CN;133.65;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;198.9;250.4;298.7;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);11.6
7966;MTL-TO;139.16;Kingston - CN;89.8;Church Rd (Cnty 8);Public;F;Stormont Dundas&Glengarry (Ontario);Active - FLBG;40;825;2;N;300.7;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);11.9
8108;MTL-TO;349.25;Kingston - CN;218.18;Elmwood Dr;Public;F;Belleville (ON);Active - FLBG;40;450;2;N;300.9;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);11.9
7958;MTL-TO;108.68;Kingston - CN;72.3;Richmond Dr;Public;F;South Stormont (ON);Active - FLBG;40;214;2;N;239.7;301.8;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);12.0
46277;MTL-QC;36.3;St-Hyacinthe;48.29;Privé;Private;F;Private Road Authority #1;Passive;55;10;2;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);12.7
7990;MTL-TO;199.55;Kingston - CN;123.11;Sharpe's Lane;Public;F;Elizabethtown-Kitley (ON);Active - FLBG;40;500;2;N;239.2;301.1;359.2;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);12.7
46225;MTL-QC;175.01;Drummondville;41.4;-;Private;F;Val-Alain (QC);Passive;27;10;2;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);13.0
51510;MTL-QC;69.45;Drummondville;114.4;Ferme;Private;F;Private Road Authority #1;Other;27;2;1;N;239.6;301.7;359.8;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);13.7
45772;Ott-TO;255.11;Kingston - CN;217.21;Airport Road;Private;F;Belleville (ON);Active - FLBG;40;2;1;N;300.1;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);14.6
45704;Ott-TO;151.1;Kingston - CN;151.7;Farm;Private;F;Private Road Authority #1;Passive;40;2;1;N;159.3;200.6;239.2;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);14.7
4789;MTL-QC;193.51;Drummondville;40.02;Route De La Station;Public;F;Val-Alain (QC);Active - FLBG;27;1000;2;N;199.1;250.7;299.1;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);15.6
19029;MTL-TO;379.04;Belleville;109.66;Lawson Settlement Road;Public;F;Brighton (ON);Active - FLBG;10;300;2;N;239.4;301.5;359.6;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);18.4
10492;MTL-TO;4.64;Montréal;3.6;Rue De Courcelle;Public;F;Montréal (QC);Active - FLBG;55;4430;2;Y;93.7;118.0;140.7;≤153;≤153;≤153;complexe (urbain / multi-voies / autorité provinciale);19.3
4807;MTL-QC;173.48;Drummondville;52.59;Rue St-Albert;Public;F;MTQ.;Active - FLBG;27;1120;2;N;114.5;144.2;172.0;≤153;≤153;154-177;complexe (urbain / multi-voies / autorité provinciale);22.1
46657;MTL-TO;192.49;Kingston - CN;118.3;Private Crossing;Private;F;Private Road Authority #1;Passive;40;10;2;N;239.0;300.9;358.9;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);24.6
19053;MTL-TO;424.68;Belleville;133.79;Brook Road North;Public;F;Northumberland (Ontario);Active - FLBG;10;3000;2;N;158.5;199.6;238.1;154-177;178-201;>201;standard (municipal, ≤2 voies, non urbain);24.6
45689;MTL-TO;198.58;Kingston - CN;121.38;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;225.3;283.7;338.4;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);25.7
19051;MTL-TO;421.4;Belleville;131.57;Pentecostal Road;Public;F;Hamilton (ON);Active - FLBG;10;350;2;N;250.2;315.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);25.8
45761;MTL-TO;335.83;Kingston - CN;211.44;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;211.6;266.5;317.9;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);26.0
19047;MTL-TO;403.37;Belleville;123.55;Thomas Road;Public;F;Alnwick/Haldimand (ON);Active - FLBG;10;100;2;N;301.8;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);29.2
4808;MTL-QC;170.87;Drummondville;53.6;Chemin Belgique;Public;F;Manseau (QC);Active - FLBG;27;30;2;N;127.2;160.2;191.1;≤153;154-177;178-201;standard (municipal, ≤2 voies, non urbain);29.4
19022;MTL-TO;379.04;Belleville;105.48;Morningstar Road;Public;F;Quinte West (ON);Active - FLBG;10;50;1;N;239.4;301.5;359.6;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);30.4
19031;Ott-TO;294.1;Belleville;112.29;Prince Edward St (Reg 64);Public;F;Northumberland (Ontario);Active - FLBG;10;8500;2;Y;199.8;251.6;300.1;178-201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);30.8
19049;MTL-TO;414.58;Belleville;127.3;Station Road ;Public;F;Northumberland (Ontario);Active - FLBG;10;200;2;Y;314.7;360.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);31.8
19055;Ott-TO;330.51;Belleville;134.32;Darcy Street;Public;F;Cobourg (ON);Active - FLBG;10;5000;2;Y;158.5;199.6;238.1;154-177;178-201;>201;complexe (urbain / multi-voies / autorité provinciale);31.9
19023;Ott-TO;284.85;Belleville;106.0;Tate Rd;Public;F;Quinte West (ON);Active - FLBG;10;135;2;N;239.4;301.4;359.5;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);34.2
19059;MTL-TO;428.23;Belleville;135.37;Ontario Street;Public;F;Cobourg (ON);Active - FLBG;10;1000;2;Y;159.0;200.1;238.7;154-177;178-201;>201;complexe (urbain / multi-voies / autorité provinciale);35.1
19048;Ott-TO;309.19;Belleville;124.85;Lakeport Rd (Cnty 31);Public;F;Alnwick/Haldimand (ON);Active - FLBG;10;700;2;N;300.3;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);35.2
610804;MTL-QC;201.13;Drummondville;35.7;Privé;Private;F;Private Road Authority #1;Passive;27;2;1;N;162.1;204.0;243.4;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);35.5
52490;MTL-Ott;63.8;Alexandria - VIA;2.64;Farm;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);35.8
51821;Ott-TO;328.14;Belleville;132.0;Farm Crossing;Private;F;Private Road Authority #1;Passive;-;-;2;N;302.1;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);37.7
19032;MTL-TO;388.28;Belleville;112.79;Ontario St (Reg Xx);Public;F;Brighton (ON);Active - FLBG;10;3400;2;Y;193.6;243.7;290.7;178-201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);38.1
51827;MTL-TO;415.04;Belleville;128.22;Farm Crossing;Private;F;Private Road Authority #1;Passive;-;-;-;N;250.4;315.3;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);40.2
19025;MTL-TO;379.04;Belleville;107.73;Flindall Rd;Public;F;Quinte West (ON);Active - FLBG;10;300;2;N;239.4;301.5;359.6;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);41.2
19057;MTL-TO;427.45;Belleville;134.98;George Street;Public;F;Cobourg (ON);Active - FLBG;10;2308;2;Y;160.0;201.5;240.4;154-177;>201;>201;complexe (urbain / multi-voies / autorité provinciale);44.1
49246;Ott-TO;362.26;Belleville;153.53;-;Private;F;Private Road Authority #1;Passive;26;2;1;N;225.6;284.0;338.8;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);44.2
52201;Ott-TO;360.52;Belleville;152.52;Farm Crossing;Private;F;Private Road Authority #1;Passive;-;-;-;N;253.9;319.7;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);45.9
19027;MTL-TO;379.04;Belleville;108.85;Stoney Point Rd (Brighton);Public;F;Quinte West (ON);Active - FLBG;10;250;2;N;239.4;301.5;359.6;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);46.1
19080;Ott-TO;356.34;Belleville;149.86;East Townline Road;Public;F;Clarington (ON);Active - FLB;10;100;2;N;198.6;250.1;298.3;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);47.4
300294;Ott-TO;365.25;Belleville;155.23;-;Private;F;Private Road Authority #1;Passive;26;2;1;N;160.0;201.5;240.4;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);48.9
52202;Ott-TO;360.98;Belleville;153.09;Private Farm Entrance;Private;F;Private Road Authority #1;Passive;-;-;-;N;238.3;300.1;357.9;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);50.4
19073;Ott-TO;345.35;Belleville;143.96;Brand Road (Lot 14-15 Concession 1);Public;F;Port Hope (ON);Active - FLB;10;10;2;N;238.9;300.8;358.9;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);53.0
19086;MTL-TO;455.15;Belleville;152.9;Glovers Road (Lakeshore Road);Public;F;Clarington (ON);Active - FLB;10;100;2;N;238.3;300.1;357.9;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);54.0
19087;Ott-TO;365.65;Belleville;155.66;Lakeshore Road (Stephenson);Public;F;Clarington (ON);Active - FLBG;10;150;2;N;159.7;201.0;239.8;154-177;178-201;>201;standard (municipal, ≤2 voies, non urbain);54.6
19034;Ott-TO;294.1;Belleville;113.83;Huff Road;Public;F;Brighton (ON);Active - FLB;10;75;2;Y;199.8;251.6;300.1;178-201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);73.8
